epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,22029.9,0.56169,1,0.74987,0.9704,0.45706,0.34532,0.35445,0.29896,0.47506,0.34414,0.35562,0.28263,0.69155,1.54895,1.68225,1.10426,0.00870069,0.00870069,0.00870069
120,22130.7,0.56135,1.00508,0.75578,0.97077,0.50268,0.32659,0.35369,0.29675,0.50405,0.32883,0.35473,0.28136,0.6972,1.54746,1.678,1.10715,0.00867961,0.00867961,0.00867961
121,22511.2,0.55942,1.00041,0.74514,0.96901,0.48605,0.33854,0.35416,0.29745,0.4869,0.33981,0.3545,0.28283,0.69444,1.5458,1.68492,1.10511,0.00865839,0.00865839,0.00865839
122,22606.3,0.56458,1.00268,0.7385,0.96972,0.45988,0.34653,0.35247,0.29623,0.49399,0.33748,0.3537,0.28185,0.69587,1.54941,1.68307,1.10549,0.00863703,0.00863703,0.00863703
123,22712.7,0.56011,0.99568,0.74591,0.97008,0.46288,0.34203,0.35139,0.29598,0.47931,0.33256,0.35188,0.2814,0.69479,1.54353,1.68172,1.10611,0.00861553,0.00861553,0.00861553
124,22852.4,0.56032,0.9967,0.74336,0.97065,0.4605,0.34415,0.3508,0.29512,0.46331,0.3432,0.3513,0.27996,0.69543,1.552,1.68348,1.10512,0.00859389,0.00859389,0.00859389
125,23298.3,0.55787,0.99164,0.73862,0.97099,0.49433,0.34035,0.35267,0.29726,0.49623,0.34254,0.35401,0.28213,0.69218,1.5475,1.68116,1.10221,0.0085721,0.0085721,0.0085721
126,23398.1,0.55888,0.99068,0.73658,0.96965,0.47043,0.35426,0.3528,0.29613,0.53393,0.33494,0.35385,0.28208,0.69157,1.5428,1.66771,1.1022,0.00855018,0.00855018,0.00855018
127,23500,0.55836,0.98578,0.73371,0.96793,0.51897,0.33903,0.35028,0.2945,0.5239,0.34274,0.35279,0.2806,0.69343,1.54608,1.6784,1.10476,0.00852812,0.00852812,0.00852812
128,23880.7,0.55492,0.98176,0.72895,0.96734,0.44842,0.36073,0.35047,0.29515,0.44585,0.36043,0.35023,0.2801,0.69303,1.56222,1.68305,1.10693,0.00850592,0.00850592,0.00850592
129,23984.8,0.55685,0.98682,0.72974,0.96814,0.50448,0.35256,0.35173,0.29623,0.50505,0.34985,0.35085,0.28184,0.69358,1.54624,1.67456,1.10719,0.00848358,0.00848358,0.00848358
130,24102.1,0.55118,0.98266,0.71733,0.96479,0.50405,0.34601,0.35188,0.29638,0.50164,0.34534,0.35069,0.28162,0.69361,1.55602,1.67091,1.10748,0.00846111,0.00846111,0.00846111
131,24481.9,0.55843,0.98325,0.72273,0.96838,0.49201,0.34534,0.35358,0.29755,0.49344,0.34643,0.35481,0.28279,0.69319,1.54249,1.66862,1.10453,0.00843851,0.00843851,0.00843851
132,24587.4,0.54847,0.9737,0.70591,0.96181,0.48567,0.34039,0.3509,0.2959,0.48663,0.34199,0.35144,0.28061,0.69305,1.54687,1.67846,1.1062,0.00841577,0.00841577,0.00841577
133,24684.9,0.55276,0.98417,0.72111,0.96642,0.48186,0.3406,0.3501,0.2952,0.47242,0.34772,0.35117,0.28067,0.69516,1.5454,1.68077,1.10801,0.0083929,0.0083929,0.0083929
134,25052.9,0.54649,0.97364,0.71843,0.96256,0.47444,0.34252,0.34943,0.29414,0.46321,0.34524,0.35046,0.27914,0.69384,1.55299,1.69117,1.10726,0.00836989,0.00836989,0.00836989
135,25154.4,0.55409,0.98968,0.7246,0.96808,0.51177,0.33991,0.35106,0.29683,0.51461,0.34153,0.35166,0.28081,0.69245,1.55578,1.68781,1.10597,0.00834676,0.00834676,0.00834676
136,25261.7,0.55322,0.97612,0.70741,0.96362,0.51415,0.33434,0.3519,0.29702,0.52107,0.33604,0.3527,0.28104,0.68899,1.55375,1.6893,1.10314,0.00832349,0.00832349,0.00832349
137,25630,0.54584,0.96599,0.69919,0.96259,0.47485,0.35268,0.35233,0.29767,0.4818,0.35361,0.35376,0.28199,0.69077,1.56166,1.69166,1.10604,0.0083001,0.0083001,0.0083001
138,25787.4,0.54936,0.96574,0.70943,0.96391,0.47437,0.35042,0.35128,0.29616,0.47964,0.35203,0.35358,0.28139,0.69228,1.56366,1.69139,1.10592,0.00827658,0.00827658,0.00827658
139,26152.1,0.54645,0.96627,0.69877,0.96224,0.50885,0.34117,0.35276,0.29743,0.51522,0.33993,0.35396,0.28191,0.69079,1.57408,1.69081,1.10488,0.00825293,0.00825293,0.00825293
140,26254.2,0.54693,0.97144,0.69832,0.96158,0.4857,0.35017,0.35475,0.29884,0.48773,0.3531,0.35713,0.28285,0.69303,1.57473,1.69221,1.10528,0.00822915,0.00822915,0.00822915
141,26371.2,0.54237,0.95999,0.69768,0.95824,0.47816,0.34948,0.35334,0.29736,0.48069,0.35207,0.35463,0.28125,0.69297,1.57672,1.69404,1.10634,0.00820525,0.00820525,0.00820525
142,26712.4,0.54608,0.96635,0.69481,0.95976,0.46525,0.35194,0.35334,0.29804,0.46529,0.35322,0.35383,0.28229,0.69231,1.57498,1.69465,1.1058,0.00818122,0.00818122,0.00818122
143,26895.5,0.5459,0.96093,0.69366,0.95913,0.49825,0.34127,0.35261,0.29777,0.5009,0.34357,0.35425,0.2824,0.6937,1.57373,1.69464,1.10748,0.00815707,0.00815707,0.00815707
144,27012.5,0.54267,0.95799,0.69099,0.96032,0.47041,0.34932,0.35278,0.29668,0.48529,0.34325,0.35329,0.28148,0.69535,1.56971,1.70112,1.10955,0.0081328,0.0081328,0.0081328
145,27358.4,0.54341,0.96412,0.6892,0.96088,0.50613,0.33614,0.35329,0.29728,0.51321,0.33709,0.35444,0.28259,0.69329,1.56518,1.69902,1.10819,0.00810841,0.00810841,0.00810841
146,27460.4,0.54352,0.9604,0.68581,0.95965,0.46864,0.34658,0.3544,0.29848,0.4695,0.34985,0.35535,0.28342,0.692,1.56747,1.69975,1.10729,0.00808389,0.00808389,0.00808389
147,27611.7,0.54414,0.95809,0.68445,0.96069,0.51066,0.3407,0.35459,0.3004,0.51597,0.342,0.35701,0.28507,0.69107,1.56638,1.69656,1.107,0.00805925,0.00805925,0.00805925
148,27712.1,0.54235,0.95355,0.68512,0.96051,0.517,0.339,0.35717,0.30227,0.52507,0.34183,0.35979,0.28715,0.6902,1.56515,1.69396,1.10568,0.0080345,0.0080345,0.0080345
149,27877.8,0.54352,0.95803,0.6782,0.95876,0.48794,0.35222,0.3566,0.30057,0.51408,0.34811,0.36004,0.28651,0.68958,1.56558,1.68909,1.10535,0.00800963,0.00800963,0.00800963
150,27977.9,0.54419,0.95971,0.68316,0.95993,0.504,0.34268,0.35712,0.29992,0.51088,0.34683,0.36002,0.28564,0.68917,1.56447,1.69293,1.10481,0.00798464,0.00798464,0.00798464
151,28225,0.54013,0.95612,0.67673,0.95776,0.48619,0.342,0.35688,0.29966,0.47319,0.35222,0.35974,0.2852,0.68947,1.57053,1.69668,1.10552,0.00795954,0.00795954,0.00795954
152,28324.9,0.54081,0.9562,0.6764,0.95621,0.46458,0.34628,0.35671,0.2995,0.4707,0.34995,0.35983,0.28468,0.68966,1.57501,1.69532,1.10657,0.00793432,0.00793432,0.00793432
153,28492.4,0.53845,0.94945,0.67269,0.95625,0.44672,0.35041,0.35735,0.30004,0.45052,0.35452,0.3595,0.28474,0.6903,1.56732,1.69237,1.10627,0.00790898,0.00790898,0.00790898
154,28668,0.53729,0.94693,0.66824,0.95635,0.44228,0.34994,0.35655,0.29934,0.44946,0.3502,0.35912,0.28423,0.69017,1.57378,1.6983,1.10756,0.00788354,0.00788354,0.00788354
155,28776,0.53239,0.94526,0.66578,0.95513,0.47593,0.34286,0.35782,0.30089,0.47153,0.34866,0.35901,0.28547,0.69076,1.57007,1.69746,1.10915,0.00785798,0.00785798,0.00785798
156,29133.1,0.53306,0.93396,0.66925,0.95493,0.47973,0.34351,0.35878,0.30194,0.48815,0.34405,0.35986,0.28655,0.6897,1.5687,1.69897,1.10699,0.00783231,0.00783231,0.00783231
157,29233.6,0.53629,0.94392,0.65881,0.95419,0.50441,0.33763,0.35974,0.30264,0.50666,0.34015,0.36036,0.28682,0.68792,1.56849,1.69937,1.10631,0.00780653,0.00780653,0.00780653
158,29352.2,0.53429,0.9348,0.66284,0.95208,0.49137,0.34279,0.35878,0.30255,0.48461,0.35033,0.36005,0.28674,0.68735,1.56969,1.70469,1.1071,0.00778065,0.00778065,0.00778065
159,29702.1,0.53188,0.93655,0.6566,0.95235,0.48144,0.3487,0.35819,0.30144,0.48546,0.35228,0.35938,0.28565,0.68816,1.57569,1.70623,1.10897,0.00775465,0.00775465,0.00775465
160,29902.5,0.53027,0.93751,0.66014,0.95295,0.49248,0.34067,0.3574,0.301,0.49719,0.34483,0.36045,0.2851,0.6866,1.57592,1.7049,1.10826,0.00772855,0.00772855,0.00772855
161,30003.4,0.53014,0.93832,0.65316,0.95283,0.50474,0.33577,0.35697,0.30102,0.5055,0.34037,0.35827,0.28489,0.68522,1.57682,1.70655,1.10712,0.00770234,0.00770234,0.00770234
162,30168.9,0.53436,0.93409,0.6546,0.95408,0.4619,0.34899,0.35802,0.30225,0.46752,0.35089,0.35916,0.28575,0.68455,1.5825,1.70627,1.1069,0.00767603,0.00767603,0.00767603
163,30321.8,0.52882,0.93025,0.65206,0.94896,0.44954,0.35332,0.35772,0.30238,0.46147,0.34961,0.35914,0.28603,0.68328,1.58058,1.70689,1.10541,0.00764961,0.00764961,0.00764961
164,30726.6,0.53096,0.92478,0.64837,0.95386,0.44961,0.35287,0.35867,0.30405,0.45685,0.35176,0.35999,0.28721,0.68415,1.58645,1.70989,1.10678,0.0076231,0.0076231,0.0076231
165,30828.6,0.53321,0.94124,0.65675,0.95131,0.47117,0.34945,0.35869,0.30379,0.49036,0.34827,0.36022,0.28696,0.68371,1.58461,1.7092,1.10627,0.00759648,0.00759648,0.00759648
166,30946.8,0.52959,0.93177,0.64516,0.95127,0.50216,0.33923,0.3593,0.30432,0.50756,0.3409,0.36061,0.28776,0.68368,1.5847,1.70923,1.10625,0.00756976,0.00756976,0.00756976
167,31307.9,0.52899,0.92109,0.6451,0.95095,0.46974,0.34942,0.35952,0.30431,0.50706,0.34425,0.36062,0.2877,0.6851,1.58685,1.70805,1.10748,0.00754293,0.00754293,0.00754293
168,31451.8,0.52928,0.93109,0.64267,0.95106,0.46129,0.35273,0.36045,0.30535,0.51518,0.34197,0.36176,0.28864,0.68526,1.58341,1.70814,1.10832,0.00751602,0.00751602,0.00751602
169,31850.1,0.52539,0.92687,0.64057,0.94869,0.49421,0.34697,0.36029,0.30483,0.50225,0.34728,0.36172,0.28831,0.68474,1.58088,1.70849,1.10757,0.007489,0.007489,0.007489
170,31948.8,0.52068,0.92013,0.63213,0.94791,0.47214,0.35386,0.35874,0.30392,0.47412,0.35645,0.36098,0.28797,0.68437,1.58098,1.70825,1.10703,0.00746189,0.00746189,0.00746189
171,32054.9,0.52459,0.92476,0.63042,0.94686,0.4649,0.35894,0.35922,0.30417,0.46717,0.36155,0.36068,0.28824,0.68382,1.58412,1.70914,1.1072,0.00743468,0.00743468,0.00743468
172,32406,0.52209,0.917,0.63157,0.9467,0.47369,0.35406,0.35959,0.30477,0.47639,0.35723,0.36068,0.28878,0.6829,1.58235,1.7123,1.10641,0.00740738,0.00740738,0.00740738
173,32509.3,0.52486,0.9227,0.63416,0.95091,0.47553,0.35513,0.36069,0.30549,0.47877,0.3578,0.36296,0.28917,0.68371,1.5812,1.7123,1.10706,0.00737998,0.00737998,0.00737998
174,32609,0.52361,0.91715,0.63123,0.94842,0.46693,0.36008,0.36054,0.30553,0.46864,0.36144,0.3615,0.28927,0.6826,1.5814,1.71071,1.10584,0.0073525,0.0073525,0.0073525
175,33011.8,0.52201,0.90726,0.62717,0.94548,0.46913,0.35565,0.36148,0.30582,0.47147,0.35688,0.36185,0.28963,0.68268,1.58221,1.71124,1.10588,0.00732492,0.00732492,0.00732492
176,33186.6,0.52122,0.91801,0.62468,0.94831,0.46013,0.35555,0.36174,0.30599,0.46179,0.35579,0.36201,0.29007,0.68313,1.58222,1.71125,1.10649,0.00729725,0.00729725,0.00729725
177,33308.8,0.52074,0.91304,0.62374,0.94632,0.45867,0.35634,0.36234,0.30627,0.46113,0.35584,0.36203,0.29043,0.68283,1.58151,1.71285,1.10632,0.0072695,0.0072695,0.0072695
178,33469.6,0.52307,0.91816,0.626,0.94864,0.50716,0.33322,0.36232,0.30622,0.50664,0.3364,0.36187,0.2904,0.68309,1.58558,1.71364,1.10698,0.00724165,0.00724165,0.00724165
179,33592.2,0.5159,0.90453,0.62418,0.94667,0.51674,0.34993,0.36225,0.30681,0.46762,0.35095,0.36205,0.29043,0.68247,1.58596,1.71411,1.10693,0.00721372,0.00721372,0.00721372
180,33735.5,0.51878,0.91302,0.61781,0.94613,0.51606,0.33638,0.36231,0.30634,0.5224,0.33773,0.36345,0.29067,0.68261,1.58722,1.71814,1.10679,0.00718571,0.00718571,0.00718571
181,33881.6,0.51491,0.90921,0.61664,0.94108,0.49857,0.34197,0.36218,0.30647,0.51364,0.33877,0.36309,0.2906,0.68312,1.5883,1.71759,1.10809,0.00715761,0.00715761,0.00715761
182,34086.8,0.51912,0.91591,0.6176,0.94376,0.53176,0.33296,0.36127,0.30551,0.53797,0.33417,0.36269,0.28968,0.68269,1.59086,1.71997,1.10717,0.00712942,0.00712942,0.00712942
183,34215.5,0.51229,0.89716,0.60852,0.94266,0.51961,0.33389,0.36063,0.30522,0.52518,0.33568,0.36198,0.28925,0.6831,1.59389,1.72033,1.10764,0.00710116,0.00710116,0.00710116
184,34371.2,0.51516,0.90653,0.6102,0.94313,0.52858,0.33532,0.36111,0.30504,0.53265,0.33761,0.36217,0.28913,0.6841,1.59748,1.72247,1.10893,0.00707281,0.00707281,0.00707281
185,34489.4,0.51709,0.9047,0.61288,0.94429,0.52663,0.33683,0.3614,0.30535,0.53021,0.33826,0.36259,0.28946,0.68365,1.59769,1.72314,1.10859,0.00704439,0.00704439,0.00704439
186,34847.8,0.51809,0.91555,0.61642,0.94537,0.50336,0.33968,0.36132,0.30554,0.52371,0.34085,0.36283,0.28961,0.6832,1.60065,1.72445,1.10841,0.00701588,0.00701588,0.00701588
187,35048.3,0.51572,0.9061,0.60742,0.94251,0.51204,0.33892,0.36108,0.30541,0.51821,0.3418,0.3626,0.28951,0.68348,1.60181,1.72616,1.10927,0.0069873,0.0069873,0.0069873
188,35156.6,0.51716,0.90614,0.61015,0.94262,0.49377,0.3422,0.36128,0.3054,0.49794,0.34443,0.3621,0.28935,0.68414,1.6022,1.72761,1.10999,0.00695864,0.00695864,0.00695864
189,35558.3,0.51069,0.89733,0.60221,0.94263,0.50378,0.34366,0.36111,0.30513,0.50951,0.3465,0.36172,0.28945,0.68452,1.60219,1.72931,1.11023,0.00692991,0.00692991,0.00692991
190,35730.8,0.51082,0.90141,0.59861,0.94297,0.51766,0.3401,0.36033,0.30487,0.52117,0.34244,0.3616,0.28865,0.68421,1.60357,1.73214,1.10946,0.0069011,0.0069011,0.0069011
191,36137.4,0.51655,0.90407,0.60971,0.94531,0.46407,0.35458,0.36037,0.30487,0.45809,0.35749,0.36181,0.28864,0.68378,1.60245,1.73207,1.10836,0.00687222,0.00687222,0.00687222
192,36316,0.51136,0.90133,0.60161,0.94099,0.48809,0.35271,0.36018,0.30461,0.49134,0.35385,0.36116,0.28823,0.6835,1.59973,1.73208,1.10762,0.00684326,0.00684326,0.00684326
193,36736.8,0.51524,0.90445,0.60789,0.94528,0.48727,0.35435,0.36014,0.30447,0.49111,0.35315,0.36123,0.28846,0.68311,1.60158,1.73333,1.10709,0.00681424,0.00681424,0.00681424
194,36837,0.51028,0.90185,0.59459,0.93819,0.48764,0.35418,0.36091,0.30508,0.49032,0.35528,0.36193,0.28931,0.68298,1.60306,1.73308,1.10777,0.00678514,0.00678514,0.00678514
195,36935.7,0.50918,0.90351,0.59162,0.9399,0.46885,0.3563,0.36127,0.30528,0.47153,0.35751,0.36231,0.28936,0.68331,1.60318,1.73362,1.10856,0.00675598,0.00675598,0.00675598
196,37277.6,0.51255,0.89168,0.59625,0.94224,0.4798,0.35859,0.3615,0.3054,0.4837,0.3602,0.36299,0.28948,0.68331,1.60291,1.7331,1.10904,0.00672675,0.00672675,0.00672675
197,37435.3,0.50881,0.89202,0.59086,0.94024,0.46723,0.35917,0.36169,0.30545,0.47098,0.36123,0.3631,0.28929,0.68365,1.60433,1.73345,1.10944,0.00669746,0.00669746,0.00669746
198,37539.8,0.50991,0.89039,0.59438,0.9393,0.48096,0.35351,0.36084,0.3051,0.48585,0.3559,0.36311,0.28911,0.68365,1.60384,1.73474,1.10941,0.0066681,0.0066681,0.0066681
199,37913.3,0.50432,0.8844,0.58672,0.939,0.47871,0.35645,0.36087,0.30524,0.48383,0.35897,0.36315,0.28929,0.68451,1.60619,1.73618,1.11095,0.00663867,0.00663867,0.00663867
200,38047,0.50664,0.88423,0.58976,0.93866,0.47828,0.35698,0.3612,0.30565,0.48421,0.3588,0.36301,0.28951,0.68438,1.60741,1.73664,1.11127,0.00660918,0.00660918,0.00660918
201,38165.3,0.5067,0.88908,0.59016,0.93981,0.47947,0.35708,0.36006,0.30449,0.48465,0.35848,0.36196,0.28846,0.68482,1.60839,1.73652,1.11209,0.00657963,0.00657963,0.00657963
202,38521.3,0.50563,0.88368,0.58625,0.93947,0.48272,0.35347,0.35963,0.30414,0.4871,0.35518,0.36153,0.28818,0.68415,1.60967,1.73605,1.11134,0.00655002,0.00655002,0.00655002
203,38644,0.50719,0.89179,0.58699,0.94062,0.50041,0.35071,0.3599,0.30437,0.48527,0.35597,0.3614,0.28841,0.6842,1.60865,1.73553,1.11129,0.00652036,0.00652036,0.00652036
204,38748.5,0.50177,0.87797,0.57766,0.93497,0.50169,0.35061,0.36032,0.30469,0.50466,0.35324,0.3619,0.28843,0.68373,1.60909,1.73376,1.11073,0.00649063,0.00649063,0.00649063
205,39151,0.50236,0.88203,0.57697,0.93554,0.49375,0.35391,0.36002,0.30447,0.49855,0.35561,0.36171,0.28846,0.68384,1.60929,1.73423,1.11115,0.00646085,0.00646085,0.00646085
206,39294.9,0.50126,0.87806,0.57306,0.93601,0.48968,0.3552,0.36011,0.30423,0.49326,0.35662,0.36115,0.2885,0.68456,1.61048,1.73484,1.11217,0.00643101,0.00643101,0.00643101
207,39402.6,0.49999,0.87334,0.57678,0.93703,0.4697,0.36165,0.3602,0.30424,0.48837,0.35919,0.3611,0.28869,0.6853,1.61236,1.73582,1.1134,0.00640111,0.00640111,0.00640111
208,39821.8,0.50601,0.89026,0.57937,0.93808,0.47697,0.35852,0.3598,0.3041,0.49,0.36015,0.361,0.28858,0.68554,1.61154,1.73489,1.11377,0.00637116,0.00637116,0.00637116
209,39927,0.50318,0.88409,0.58132,0.93619,0.49059,0.35602,0.36019,0.30455,0.50431,0.35721,0.3616,0.28899,0.6854,1.61126,1.73487,1.11381,0.00634117,0.00634117,0.00634117
210,40058.9,0.50002,0.87031,0.57405,0.93512,0.51113,0.35151,0.36013,0.30438,0.52173,0.34923,0.3615,0.28884,0.68556,1.61307,1.73418,1.11403,0.00631112,0.00631112,0.00631112
211,40283.7,0.502,0.8742,0.57278,0.93547,0.51168,0.34955,0.35977,0.30434,0.52497,0.34836,0.36126,0.28888,0.68507,1.61289,1.73392,1.11363,0.00628101,0.00628101,0.00628101
212,40421.5,0.50177,0.88042,0.57198,0.93507,0.52236,0.34727,0.35956,0.30435,0.52804,0.34841,0.36116,0.28836,0.68473,1.61488,1.73518,1.11341,0.00625087,0.00625087,0.00625087
213,40519.2,0.49649,0.86992,0.56262,0.93067,0.5057,0.34754,0.35978,0.30446,0.53652,0.34395,0.3616,0.2887,0.68438,1.61531,1.7361,1.1132,0.00622067,0.00622067,0.00622067
214,40651,0.49868,0.87154,0.56793,0.93281,0.50208,0.34901,0.36011,0.30465,0.51771,0.34792,0.36199,0.28898,0.68534,1.61662,1.73523,1.11472,0.00619043,0.00619043,0.00619043
215,40785,0.49561,0.86676,0.56437,0.93445,0.50386,0.34944,0.35984,0.30438,0.5207,0.34702,0.36161,0.28877,0.68581,1.61657,1.73534,1.11576,0.00616014,0.00616014,0.00616014
216,41229.2,0.49712,0.8663,0.56312,0.93388,0.50403,0.3492,0.35955,0.30406,0.51258,0.34852,0.36119,0.28865,0.68585,1.61794,1.7356,1.11607,0.00612981,0.00612981,0.00612981
217,41332.2,0.49515,0.86976,0.56598,0.93311,0.5024,0.35023,0.3596,0.3042,0.51264,0.34821,0.36129,0.28867,0.68528,1.6179,1.73553,1.1158,0.00609944,0.00609944,0.00609944
218,41432.8,0.49717,0.86568,0.56377,0.93274,0.51506,0.34418,0.35986,0.30415,0.52271,0.34538,0.36145,0.28885,0.68522,1.61911,1.73614,1.1159,0.00606902,0.00606902,0.00606902
219,41859,0.49182,0.86095,0.559,0.93226,0.51656,0.34411,0.36054,0.30452,0.528,0.34438,0.36186,0.28896,0.68521,1.62172,1.73684,1.11611,0.00603856,0.00603856,0.00603856
220,42003.5,0.49624,0.86892,0.55852,0.93124,0.48936,0.35622,0.35958,0.304,0.51739,0.34792,0.36125,0.28838,0.68537,1.62188,1.7375,1.11653,0.00600807,0.00600807,0.00600807
221,42121.8,0.49369,0.86646,0.55985,0.93125,0.48889,0.35714,0.35931,0.30376,0.52198,0.34445,0.36091,0.28807,0.68533,1.62141,1.73769,1.11673,0.00597754,0.00597754,0.00597754
222,42542.8,0.49463,0.86353,0.55512,0.93132,0.47451,0.35938,0.35946,0.30382,0.51479,0.34812,0.36098,0.28816,0.6853,1.62159,1.73799,1.11687,0.00594697,0.00594697,0.00594697
223,42651.9,0.48939,0.85764,0.5501,0.92924,0.47231,0.3622,0.35981,0.30406,0.50297,0.35434,0.36102,0.28834,0.68523,1.62084,1.73831,1.11691,0.00591636,0.00591636,0.00591636
224,42750.1,0.49471,0.87217,0.55318,0.93192,0.48596,0.35908,0.35934,0.30354,0.50232,0.35405,0.36058,0.28793,0.68456,1.62179,1.73866,1.11595,0.00588573,0.00588573,0.00588573
225,43122.1,0.49127,0.85678,0.55304,0.93064,0.49246,0.35377,0.35951,0.30387,0.49932,0.35448,0.36075,0.28833,0.68447,1.62215,1.7388,1.11611,0.00585505,0.00585505,0.00585505
226,43267.3,0.48854,0.86252,0.54941,0.93103,0.49519,0.35216,0.35907,0.3034,0.51582,0.34724,0.36033,0.28803,0.68464,1.62279,1.73974,1.11639,0.00582435,0.00582435,0.00582435
227,43401.8,0.48732,0.85427,0.54851,0.92881,0.48809,0.35762,0.35911,0.30337,0.49478,0.35638,0.36054,0.28827,0.68496,1.6246,1.74095,1.11684,0.00579362,0.00579362,0.00579362
228,43642.8,0.49214,0.86474,0.55135,0.93137,0.48973,0.35455,0.35922,0.30347,0.4947,0.35611,0.36048,0.28815,0.68509,1.62603,1.74123,1.11691,0.00576285,0.00576285,0.00576285
229,43800.5,0.49307,0.8632,0.54792,0.9309,0.51231,0.3429,0.3593,0.30357,0.51547,0.34391,0.35925,0.28806,0.685,1.62595,1.74119,1.11712,0.00573206,0.00573206,0.00573206
